page,subject,pathway,tier,block,rule,severity,evidence
chemistry/energy-changes/exothermic-endothermic,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""EXOTHERMIC reactions make the surroundings HOTTER (temperature rises)."""
chemistry/energy-changes/exothermic-endothermic,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/energy-changes/exothermic-endothermic,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Read the volume from the BOTTOM of the meniscus — not the top."""
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Volume MUST be in dm³ when using the concentration formula."""
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When a metal burns in air, the solid GAINS mass (oxygen is added from the air to form the """
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When a formula has BRACKETS with a subscript, MULTIPLY all atoms inside the bracket by the"""
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The rate DECREASES over time in a closed system as REACTANTS ARE USED UP — fewer reactant """
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/half-lives,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/half-lives,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/half-lives,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/half-lives,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""After each half-life, the activity halves AGAIN from its current value — not from the orig"""
physics/atomic-structure/half-lives,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/half-lives,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Mass number is protons + NEUTRONS — not protons alone."""
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/nuclear-equations,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/nuclear-equations,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/nuclear-equations,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/nuclear-equations,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In beta decay, the MASS NUMBER stays the same — a neutron turns into a proton plus an elec"""
physics/atomic-structure/nuclear-equations,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/nuclear-equations,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/current-resistance-pd,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/current-resistance-pd,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/current-resistance-pd,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/current-resistance-pd,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""R = V ÷ I, NOT V × I."""
